date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:36:48	72006/72006	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202016%2008:32:43%20GMT	http://themeperfect.me/legalpress/index.html	C:/wamp64/www/law2/themeperfect.me/legalpress/index.html	(from )
23:36:48	1515/1515	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Aug%202016%2000:27:18%20GMT	http://themeperfect.me/robots.txt		(from )
23:36:50	451/451	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Jul%202016%2008:34:10%20GMT	http://themeperfect.me/legalpress/assets/images/fav.png	C:/wamp64/www/law2/themeperfect.me/legalpress/assets/images/fav.png	(from http://themeperfect.me/legalpress/index.html)
23:36:50	4059/4059	---MCZ	200	added ('OK')	text/css	date:Tue,%2012%20Jul%202016%2008:32:55%20GMT	http://themeperfect.me/legalpress/assets/css/style-switcher.css	C:/wamp64/www/law2/themeperfect.me/legalpress/assets/css/style-switcher.css	(from http://themeperfect.me/legalpress/index.html)
23:36:50	203509/203509	---MCZ	200	added ('OK')	text/css	date:Tue,%2012%20Jul%202016%2008:32:57%20GMT	http://themeperfect.me/legalpress/assets/css/style.css	C:/wamp64/www/law2/themeperfect.me/legalpress/assets/css/style.css	(from http://themeperfect.me/legalpress/index.html)
23:36:51	39176/39176	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202016%2008:32:38%20GMT	http://themeperfect.me/legalpress/contact.html	C:/wamp64/www/law2/themeperfect.me/legalpress/contact.html	(from http://themeperfect.me/legalpress/index.html)
23:36:51	4162/4162	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Jul%202016%2008:34:11%20GMT	http://themeperfect.me/legalpress/assets/images/logo.png	C:/wamp64/www/law2/themeperfect.me/legalpress/assets/images/logo.png	(from http://themeperfect.me/legalpress/index.html)
23:36:53	68584/68584	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202016%2008:32:44%20GMT	http://themeperfect.me/legalpress/index_static.html	C:/wamp64/www/law2/themeperfect.me/legalpress/index_static.html	(from http://themeperfect.me/legalpress/index.html)
23:36:53	68558/68558	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202016%2008:32:45%20GMT	http://themeperfect.me/legalpress/index_video.html	C:/wamp64/www/law2/themeperfect.me/legalpress/index_video.html	(from http://themeperfect.me/legalpress/index.html)
23:36:54	26940/26940	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Jul%202016%2008:34:11%20GMT	http://themeperfect.me/legalpress/assets/images/footer_img.png	C:/wamp64/www/law2/themeperfect.me/legalpress/assets/images/footer_img.png	(from http://themeperfect.me/legalpress/index.html)
23:36:55	37544/37544	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202016%2008:32:49%20GMT	http://themeperfect.me/legalpress/services.html	C:/wamp64/www/law2/themeperfect.me/legalpress/services.html	(from http://themeperfect.me/legalpress/index.html)
23:36:55	32694/32694	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202016%2008:32:40%20GMT	http://themeperfect.me/legalpress/criminal-law.html	C:/wamp64/www/law2/themeperfect.me/legalpress/criminal-law.html	(from http://themeperfect.me/legalpress/index.html)
23:36:55	32762/32762	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202016%2008:32:38%20GMT	http://themeperfect.me/legalpress/civil-rights-law.html	C:/wamp64/www/law2/themeperfect.me/legalpress/civil-rights-law.html	(from http://themeperfect.me/legalpress/index.html)
23:36:56	32706/32706	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202016%2008:32:40%20GMT	http://themeperfect.me/legalpress/corporate-law.html	C:/wamp64/www/law2/themeperfect.me/legalpress/corporate-law.html	(from http://themeperfect.me/legalpress/index.html)
23:36:57	32761/32761	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202016%2008:32:47%20GMT	http://themeperfect.me/legalpress/personal-injury-law.html	C:/wamp64/www/law2/themeperfect.me/legalpress/personal-injury-law.html	(from http://themeperfect.me/legalpress/index.html)
23:36:57	66226/66226	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Jul%202016%2008:34:14%20GMT	http://themeperfect.me/legalpress/assets/images/pattern-background.png	C:/wamp64/www/law2/themeperfect.me/legalpress/assets/images/pattern-background.png	(from http://themeperfect.me/legalpress/index.html)
23:36:57	32936/32936	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202016%2008:32:37%20GMT	http://themeperfect.me/legalpress/bankruptcy-law.html	C:/wamp64/www/law2/themeperfect.me/legalpress/bankruptcy-law.html	(from http://themeperfect.me/legalpress/index.html)
23:36:58	32776/32776	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202016%2008:32:41%20GMT	http://themeperfect.me/legalpress/family-law.html	C:/wamp64/www/law2/themeperfect.me/legalpress/family-law.html	(from http://themeperfect.me/legalpress/index.html)
23:36:58	44556/44556	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202016%2008:32:36%20GMT	http://themeperfect.me/legalpress/about.html	C:/wamp64/www/law2/themeperfect.me/legalpress/about.html	(from http://themeperfect.me/legalpress/index.html)
23:36:58	45817/45817	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202016%2008:32:46%20GMT	http://themeperfect.me/legalpress/news.html	C:/wamp64/www/law2/themeperfect.me/legalpress/news.html	(from http://themeperfect.me/legalpress/index.html)
23:36:58	40794/40794	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202016%2008:32:50%20GMT	http://themeperfect.me/legalpress/shop.html	C:/wamp64/www/law2/themeperfect.me/legalpress/shop.html	(from http://themeperfect.me/legalpress/index.html)
23:36:59	4610/4610	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Jul%202016%2008:33:09%20GMT	http://themeperfect.me/legalpress/assets/images/1-480x150.jpg	C:/wamp64/www/law2/themeperfect.me/legalpress/assets/images/1-480x150.jpg	(from http://themeperfect.me/legalpress/index.html)
23:36:59	9564/9564	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Jul%202016%2008:34:02%20GMT	http://themeperfect.me/legalpress/assets/images/5-480x150.jpg	C:/wamp64/www/law2/themeperfect.me/legalpress/assets/images/5-480x150.jpg	(from http://themeperfect.me/legalpress/index.html)
23:36:59	8306/8306	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Jul%202016%2008:33:28%20GMT	http://themeperfect.me/legalpress/assets/images/2-480x150.jpg	C:/wamp64/www/law2/themeperfect.me/legalpress/assets/images/2-480x150.jpg	(from http://themeperfect.me/legalpress/index.html)
23:37:03	19742/19742	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Jul%202016%2008:33:21%20GMT	http://themeperfect.me/legalpress/assets/images/177-360x240.jpg	C:/wamp64/www/law2/themeperfect.me/legalpress/assets/images/177-360x240.jpg	(from http://themeperfect.me/legalpress/index.html)
23:37:03	32285/32285	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Jul%202016%2008:33:46%20GMT	http://themeperfect.me/legalpress/assets/images/33-360x240.jpg	C:/wamp64/www/law2/themeperfect.me/legalpress/assets/images/33-360x240.jpg	(from http://themeperfect.me/legalpress/index.html)
23:37:04	21059/21059	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Jul%202016%2008:33:12%20GMT	http://themeperfect.me/legalpress/assets/images/110.jpg	C:/wamp64/www/law2/themeperfect.me/legalpress/assets/images/110.jpg	(from http://themeperfect.me/legalpress/index.html)
23:37:04	29085/29085	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Jul%202016%2008:33:25%20GMT	http://themeperfect.me/legalpress/assets/images/188-360x240.jpg	C:/wamp64/www/law2/themeperfect.me/legalpress/assets/images/188-360x240.jpg	(from http://themeperfect.me/legalpress/index.html)
23:37:06	16369/16369	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Jul%202016%2008:34:04%20GMT	http://themeperfect.me/legalpress/assets/images/52.jpg	C:/wamp64/www/law2/themeperfect.me/legalpress/assets/images/52.jpg	(from http://themeperfect.me/legalpress/index.html)
